week_index,theme,subject,body,product_line,channel,attachment_kb
17,bug,[bug] Export fails intermittently #587,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Bravo,chat,0
2,account,[account] Cannot add new seat #588,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,phone,0
21,billing,[billing] Invoice total mismatch #589,The amount charged does not match our purchase order for last cycle. Blocking our release.,Charlie,phone,450
21,performance,[performance] Dashboard loads slowly #590,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,phone,0
20,how_to,[how_to] Reset SSO for contractor #591,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Charlie,email,0
23,bug,[bug] Export fails intermittently #592,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,email,0
6,account,[account] Cannot add new seat #593,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Charlie,email,0
25,account,[account] Cannot add new seat #594,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,chat,120
8,account,[account] Cannot add new seat #595,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,chat,450
20,billing,[billing] Invoice total mismatch #596,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Charlie,email,0
15,billing,[billing] Invoice total mismatch #597,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,email,120
20,performance,[performance] Dashboard loads slowly #598,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,phone,0
16,bug,[bug] Export fails intermittently #599,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,phone,450
16,performance,[performance] Dashboard loads slowly #600,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Charlie,phone,0
16,how_to,[how_to] Reset SSO for contractor #601,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,email,0
20,how_to,[how_to] Reset SSO for contractor #602,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,phone,0
19,performance,[performance] Dashboard loads slowly #603,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,email,0
3,performance,[performance] Dashboard loads slowly #604,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,chat,0
21,billing,[billing] Invoice total mismatch #605,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Bravo,phone,0
13,billing,[billing] Invoice total mismatch #606,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,email,0
8,how_to,[how_to] Reset SSO for contractor #607,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,phone,0
13,how_to,[how_to] Reset SSO for contractor #608,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,chat,120
25,bug,[bug] Export fails intermittently #609,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Charlie,chat,450
22,how_to,[how_to] Reset SSO for contractor #610,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Charlie,chat,0
21,performance,[performance] Dashboard loads slowly #611,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,phone,0
12,performance,[performance] Dashboard loads slowly #612,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Bravo,chat,0
20,how_to,[how_to] Reset SSO for contractor #613,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Charlie,email,120
10,bug,[bug] Export fails intermittently #614,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Bravo,email,0
17,bug,[bug] Export fails intermittently #615,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Charlie,email,0
16,how_to,[how_to] Reset SSO for contractor #616,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Charlie,email,0
6,bug,[bug] Export fails intermittently #617,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,phone,0
6,how_to,[how_to] Reset SSO for contractor #618,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,email,0
1,performance,[performance] Dashboard loads slowly #619,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,email,0
3,billing,[billing] Invoice total mismatch #620,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,phone,0
11,billing,[billing] Invoice total mismatch #621,The amount charged does not match our purchase order for last cycle. Priority high.,Alpha,phone,450
12,billing,[billing] Invoice total mismatch #622,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,email,0
4,account,[account] Cannot add new seat #623,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Alpha,email,0
10,performance,[performance] Dashboard loads slowly #624,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,email,0
15,billing,[billing] Invoice total mismatch #625,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,email,120
6,account,[account] Cannot add new seat #626,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Charlie,email,0
8,how_to,[how_to] Reset SSO for contractor #627,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,email,0
9,how_to,[how_to] Reset SSO for contractor #628,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,email,0
13,account,[account] Cannot add new seat #629,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,email,0
9,billing,[billing] Invoice total mismatch #630,The amount charged does not match our purchase order for last cycle. Blocking our release.,Charlie,chat,0
19,billing,[billing] Invoice total mismatch #631,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,chat,0
8,how_to,[how_to] Reset SSO for contractor #632,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Bravo,chat,0
11,billing,[billing] Invoice total mismatch #633,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,email,0
9,performance,[performance] Dashboard loads slowly #634,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,phone,0
4,billing,[billing] Invoice total mismatch #635,The amount charged does not match our purchase order for last cycle. Blocking our release.,Bravo,chat,0
17,billing,[billing] Invoice total mismatch #636,The amount charged does not match our purchase order for last cycle. Priority high.,Alpha,email,0
6,billing,[billing] Invoice total mismatch #637,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,chat,450
7,bug,[bug] Export fails intermittently #638,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Charlie,phone,120
20,billing,[billing] Invoice total mismatch #639,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Charlie,phone,0
24,billing,[billing] Invoice total mismatch #640,The amount charged does not match our purchase order for last cycle. Blocking our release.,Charlie,phone,0
17,account,[account] Cannot add new seat #641,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Bravo,chat,450
23,bug,[bug] Export fails intermittently #642,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,phone,120
22,bug,[bug] Export fails intermittently #643,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,email,0
12,billing,[billing] Invoice total mismatch #644,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,phone,450
20,bug,[bug] Export fails intermittently #645,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Bravo,chat,0
8,bug,[bug] Export fails intermittently #646,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,email,0
11,how_to,[how_to] Reset SSO for contractor #647,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,email,0
13,billing,[billing] Invoice total mismatch #648,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,phone,0
24,account,[account] Cannot add new seat #649,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,chat,0
22,account,[account] Cannot add new seat #650,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Charlie,email,0
12,billing,[billing] Invoice total mismatch #651,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,chat,0
16,billing,[billing] Invoice total mismatch #652,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,chat,0
5,billing,[billing] Invoice total mismatch #653,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,email,450
20,performance,[performance] Dashboard loads slowly #654,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,phone,0
14,billing,[billing] Invoice total mismatch #655,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,email,0
13,performance,[performance] Dashboard loads slowly #656,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,chat,0
19,performance,[performance] Dashboard loads slowly #657,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,chat,450
16,performance,[performance] Dashboard loads slowly #658,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,chat,120
1,how_to,[how_to] Reset SSO for contractor #659,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Charlie,chat,0
7,account,[account] Cannot add new seat #660,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Alpha,chat,900
4,billing,[billing] Invoice total mismatch #661,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,phone,450
19,bug,[bug] Export fails intermittently #662,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,chat,450
0,bug,[bug] Export fails intermittently #663,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Charlie,email,0
5,account,[account] Cannot add new seat #664,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Charlie,email,0
15,how_to,[how_to] Reset SSO for contractor #665,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,email,0
18,performance,[performance] Dashboard loads slowly #666,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,chat,120
13,billing,[billing] Invoice total mismatch #667,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Bravo,email,0
22,account,[account] Cannot add new seat #668,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Alpha,email,0
23,how_to,[how_to] Reset SSO for contractor #669,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,email,0
3,how_to,[how_to] Reset SSO for contractor #670,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Bravo,phone,120
24,account,[account] Cannot add new seat #671,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,email,0
15,bug,[bug] Export fails intermittently #672,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,email,0
16,bug,[bug] Export fails intermittently #673,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,email,0
2,how_to,[how_to] Reset SSO for contractor #674,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,chat,0
16,billing,[billing] Invoice total mismatch #675,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,email,0
18,bug,[bug] Export fails intermittently #676,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Bravo,email,0
15,billing,[billing] Invoice total mismatch #677,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Charlie,chat,0
2,billing,[billing] Invoice total mismatch #678,The amount charged does not match our purchase order for last cycle. Blocking our release.,Bravo,email,0
13,account,[account] Cannot add new seat #679,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Alpha,email,0
24,how_to,[how_to] Reset SSO for contractor #680,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,chat,0
18,bug,[bug] Export fails intermittently #681,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Charlie,chat,0
3,bug,[bug] Export fails intermittently #682,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,phone,0
24,how_to,[how_to] Reset SSO for contractor #683,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Charlie,chat,0
24,performance,[performance] Dashboard loads slowly #684,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,email,0
4,account,[account] Cannot add new seat #685,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,email,0
20,account,[account] Cannot add new seat #686,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Alpha,phone,0
10,bug,[bug] Export fails intermittently #687,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,email,0
15,bug,[bug] Export fails intermittently #688,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,chat,0
11,how_to,[how_to] Reset SSO for contractor #689,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Charlie,email,0
20,how_to,[how_to] Reset SSO for contractor #690,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,chat,0
25,how_to,[how_to] Reset SSO for contractor #691,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Bravo,email,0
20,performance,[performance] Dashboard loads slowly #692,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,phone,0
24,how_to,[how_to] Reset SSO for contractor #693,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,phone,0
24,bug,[bug] Export fails intermittently #694,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,chat,450
2,bug,[bug] Export fails intermittently #695,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Charlie,chat,900
6,bug,[bug] Export fails intermittently #696,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,phone,120
18,billing,[billing] Invoice total mismatch #697,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Charlie,email,0
15,billing,[billing] Invoice total mismatch #698,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,chat,0
1,performance,[performance] Dashboard loads slowly #699,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,chat,0
2,bug,[bug] Export fails intermittently #700,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,email,0
13,billing,[billing] Invoice total mismatch #701,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,phone,0
16,how_to,[how_to] Reset SSO for contractor #702,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Bravo,email,0
4,performance,[performance] Dashboard loads slowly #703,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,phone,0
4,bug,[bug] Export fails intermittently #704,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,chat,0
3,performance,[performance] Dashboard loads slowly #705,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,email,0
14,account,[account] Cannot add new seat #706,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,chat,0
0,how_to,[how_to] Reset SSO for contractor #707,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,email,0
14,performance,[performance] Dashboard loads slowly #708,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,email,450
12,billing,[billing] Invoice total mismatch #709,The amount charged does not match our purchase order for last cycle. Priority high.,Alpha,chat,0
12,account,[account] Cannot add new seat #710,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Charlie,email,450
17,bug,[bug] Export fails intermittently #711,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Bravo,chat,0
13,account,[account] Cannot add new seat #712,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Alpha,chat,0
18,how_to,[how_to] Reset SSO for contractor #713,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,chat,0
19,billing,[billing] Invoice total mismatch #714,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,email,0
23,billing,[billing] Invoice total mismatch #715,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,chat,0
20,performance,[performance] Dashboard loads slowly #716,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,email,0
13,how_to,[how_to] Reset SSO for contractor #717,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,email,0
12,billing,[billing] Invoice total mismatch #718,The amount charged does not match our purchase order for last cycle. Blocking our release.,Charlie,phone,0
6,performance,[performance] Dashboard loads slowly #719,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,chat,900
15,performance,[performance] Dashboard loads slowly #720,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,email,0
3,how_to,[how_to] Reset SSO for contractor #721,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,email,0
24,how_to,[how_to] Reset SSO for contractor #722,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,email,0
21,billing,[billing] Invoice total mismatch #723,The amount charged does not match our purchase order for last cycle. Blocking our release.,Bravo,email,0
3,performance,[performance] Dashboard loads slowly #724,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,phone,0
20,bug,[bug] Export fails intermittently #725,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,email,0
3,account,[account] Cannot add new seat #726,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Alpha,email,0
18,bug,[bug] Export fails intermittently #727,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Bravo,chat,0
2,how_to,[how_to] Reset SSO for contractor #728,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Bravo,chat,0
12,bug,[bug] Export fails intermittently #729,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,email,0
17,billing,[billing] Invoice total mismatch #730,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,phone,900
18,performance,[performance] Dashboard loads slowly #731,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,email,0
10,how_to,[how_to] Reset SSO for contractor #732,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,email,0
23,how_to,[how_to] Reset SSO for contractor #733,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,chat,0
20,account,[account] Cannot add new seat #734,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,chat,0
5,account,[account] Cannot add new seat #735,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Charlie,email,0
17,account,[account] Cannot add new seat #736,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Alpha,chat,0
18,billing,[billing] Invoice total mismatch #737,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,chat,0
8,how_to,[how_to] Reset SSO for contractor #738,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,phone,0
19,account,[account] Cannot add new seat #739,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Bravo,chat,0
23,bug,[bug] Export fails intermittently #740,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,email,0
21,billing,[billing] Invoice total mismatch #741,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,email,0
19,performance,[performance] Dashboard loads slowly #742,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,chat,450
16,how_to,[how_to] Reset SSO for contractor #743,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,chat,0
7,how_to,[how_to] Reset SSO for contractor #744,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Charlie,chat,0
20,account,[account] Cannot add new seat #745,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,chat,0
9,how_to,[how_to] Reset SSO for contractor #746,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Bravo,email,120
13,bug,[bug] Export fails intermittently #747,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Bravo,phone,0
8,bug,[bug] Export fails intermittently #748,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,email,450
8,bug,[bug] Export fails intermittently #749,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,email,0
4,billing,[billing] Invoice total mismatch #750,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,email,0
24,performance,[performance] Dashboard loads slowly #751,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,chat,0
3,performance,[performance] Dashboard loads slowly #752,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,phone,120
2,bug,[bug] Export fails intermittently #753,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,phone,0
24,bug,[bug] Export fails intermittently #754,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Charlie,phone,0
14,account,[account] Cannot add new seat #755,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,chat,0
11,billing,[billing] Invoice total mismatch #756,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,email,0
19,how_to,[how_to] Reset SSO for contractor #757,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,email,0
9,how_to,[how_to] Reset SSO for contractor #758,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,email,0
3,performance,[performance] Dashboard loads slowly #759,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,email,0
18,billing,[billing] Invoice total mismatch #760,The amount charged does not match our purchase order for last cycle. Blocking our release.,Bravo,email,0
4,performance,[performance] Dashboard loads slowly #761,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,email,0
14,bug,[bug] Export fails intermittently #762,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,chat,450
24,performance,[performance] Dashboard loads slowly #763,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,chat,0
24,billing,[billing] Invoice total mismatch #764,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,email,120
9,how_to,[how_to] Reset SSO for contractor #765,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Charlie,email,0
20,how_to,[how_to] Reset SSO for contractor #766,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,chat,0
15,billing,[billing] Invoice total mismatch #767,The amount charged does not match our purchase order for last cycle. Blocking our release.,Charlie,phone,0
12,billing,[billing] Invoice total mismatch #768,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Bravo,chat,0
3,billing,[billing] Invoice total mismatch #769,The amount charged does not match our purchase order for last cycle. Blocking our release.,Charlie,email,0
9,bug,[bug] Export fails intermittently #770,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Charlie,phone,0
16,billing,[billing] Invoice total mismatch #771,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,phone,120
25,account,[account] Cannot add new seat #772,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,chat,0
0,bug,[bug] Export fails intermittently #773,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,phone,0
18,performance,[performance] Dashboard loads slowly #774,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,phone,120
22,account,[account] Cannot add new seat #775,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Charlie,email,900
24,billing,[billing] Invoice total mismatch #776,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,chat,0
11,performance,[performance] Dashboard loads slowly #777,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Charlie,phone,0
3,account,[account] Cannot add new seat #778,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,email,0
7,performance,[performance] Dashboard loads slowly #779,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,email,0
22,how_to,[how_to] Reset SSO for contractor #780,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Charlie,chat,120
22,how_to,[how_to] Reset SSO for contractor #781,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Bravo,chat,0
16,billing,[billing] Invoice total mismatch #782,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,chat,0
3,how_to,[how_to] Reset SSO for contractor #783,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,chat,0
3,account,[account] Cannot add new seat #784,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Bravo,email,0
12,account,[account] Cannot add new seat #785,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Bravo,chat,0
15,billing,[billing] Invoice total mismatch #786,The amount charged does not match our purchase order for last cycle. Priority high.,Alpha,phone,0
0,performance,[performance] Dashboard loads slowly #787,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,email,0
17,bug,[bug] Export fails intermittently #788,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Alpha,phone,0
14,account,[account] Cannot add new seat #789,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Bravo,email,0
0,billing,[billing] Invoice total mismatch #790,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,chat,0
2,account,[account] Cannot add new seat #791,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Charlie,chat,900
11,performance,[performance] Dashboard loads slowly #792,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,chat,0
18,billing,[billing] Invoice total mismatch #793,The amount charged does not match our purchase order for last cycle. Blocking our release.,Bravo,phone,0
21,billing,[billing] Invoice total mismatch #794,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,chat,0
11,performance,[performance] Dashboard loads slowly #795,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,chat,450
7,billing,[billing] Invoice total mismatch #796,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Charlie,email,0
25,how_to,[how_to] Reset SSO for contractor #797,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,chat,0
11,account,[account] Cannot add new seat #798,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Charlie,chat,120
8,how_to,[how_to] Reset SSO for contractor #799,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,chat,0
11,bug,[bug] Export fails intermittently #800,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Charlie,email,0
0,bug,[bug] Export fails intermittently #801,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Alpha,phone,0
7,billing,[billing] Invoice total mismatch #802,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,chat,120
13,account,[account] Cannot add new seat #803,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,email,0
23,bug,[bug] Export fails intermittently #804,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Alpha,chat,0
19,billing,[billing] Invoice total mismatch #805,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,email,0
20,bug,[bug] Export fails intermittently #806,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,chat,0
14,account,[account] Cannot add new seat #807,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Charlie,chat,0
2,billing,[billing] Invoice total mismatch #808,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,email,0
10,account,[account] Cannot add new seat #809,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,phone,0
